,url,city_id,name_hotel,score,text_description,city,latitude,longitude,temperature,clear_weather,long_hotel,lat_hotel
0,https://www.booking.com/hotel/fr/express-by-holiday-inn.fr.html,297534793,"Holiday Inn Express Amiens, an IHG Hotel",7.9,"Rénové en avril 2015, le Holiday Inn Express Amiens comprend des chambres confortables avec une connexion Wi-Fi gratuite. Vous séjournerez dans le centre d’Amiens, à seulement 50 mètres de la gare et à 10 minutes à pied de la cathédrale. Desservis par un ascenseur, tous les hébergements incluent la climatisation, un coffre-fort, une machine à expresso et une télévision haute définition par satellite à écran plat. Chaque matin, le Holiday Inn Express Amiens sert gratuitement un petit-déjeuner buffet. Vous trouverez de nombreux restaurants dans les environs. Cet établissement non-fumeurs propose un bar, une salle de sport ainsi que des services de repassage et de blanchisserie. Situé dans les environs, un parking public souterrain est accessible aux voitures d’une hauteur maximale de 1,80 mètre. ",Amiens,49.8941708,2.2956951,18.958571428571428,28.571428571428573,2.30775386095047,49.891676197905795
1,https://www.booking.com/hotel/fr/le-cange.fr.html,297534793,LE CANGE,9.5,"Doté d'un jardin et d'une terrasse, l'établissement LE CANGE propose des hébergements à Amiens avec une connexion Wi-Fi gratuite et une vue sur le jardin. Doté d'un parking privé, l'appartement se trouve à moins de 1 km de la gare d'Amiens. L'appartement comprend 2 chambres, 2 salles de bains, du linge de lit, des serviettes, une télévision par satellite à écran plat, un coin repas, une cuisine entièrement équipée et un balcon avec vue sur la rivière. Vous séjournerez à proximité du parc des jardins flottants, du musée Berny et du tribunal de grande instance d'Amiens. L'aéroport d'Abbeville, le plus proche, est implanté à 56 km. ",Amiens,49.8941708,2.2956951,18.958571428571428,28.571428571428573,2.306378,49.896384
2,https://www.booking.com/hotel/fr/cocon-perche-duplex-au-coeur-de-la-ville.fr.html,297534793,"Cocon perché, duplex au coeur de la ville",9.0,"Le Cocon perché, duplex au coeur de la ville propose un hébergement avec connexion Wi-Fi gratuite à Amiens, à 400 mètres de la gare, à 4 km du Zénith et à 600 mètres du parc des jardins flottants. Il se trouve à 4,8 km de l'université de Picardie Jules Verne et à 7,6 km du club de golf d'Amiens. Cet appartement comprend une chambre, une télévision à écran plat et une cuisine. Vous séjournerez à 600 mètres du musée Berny et du tribunal de grande instance d'Amiens. ",Amiens,49.8941708,2.2956951,18.958571428571428,28.571428571428573,2.308479,49.8927393
3,https://www.booking.com/hotel/fr/grand-appart-terrasse-parking-design.fr.html,297534793,GRAND APPART TERRASSE PARKING DESIGN,,"GRAND APPART TERRASSE PARKING DESIGN in Amiens offers accommodation with free WiFi, 3.2 km from Amiens Train Station, 3.1 km from Berny's Museum and 3.9 km from The Floating gardens Park. Located 2.9 km from Zénith d'Amiens, the property provides a garden and free private parking. The apartment comes with 2 bedrooms, 1 bathroom, bed linen, towels, a flat-screen TV with satellite channels, a dining area, a fully equipped kitchen, and a terrace with garden views. University of Picardie Jules Verne is 1.7 km from the apartment, while Tribunal de Grande Instance of Amiens is 3.9 km away. The nearest airport is Aerodrome Abbeville Airport, 58 km from GRAND APPART TERRASSE PARKING DESIGN. ",Amiens,49.8941708,2.2956951,18.958571428571428,28.571428571428573,2.27966,49.884472
4,https://www.booking.com/hotel/fr/le-toit-des-federes.fr.html,297534793,Le toit des Fédérés,8.0,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le toit des Fédérés !   pour économiser. Situé à Amiens, à seulement 1,3 km du Zénith, l'établissement Le toit des Fédérés propose un hébergement avec vue sur la ville. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking privé. Cet appartement se trouve à 3 km du parc des jardins flottants et à 1,7 km du tribunal de grande instance d'Amiens. Cet appartement comprend 2 chambres, une télévision à écran plat, un coin salon et une salle de bains. Sa cuisine est équipée d'un micro-ondes et d'un réfrigérateur. Les serviettes et le linge de lit sont fournis. Vous séjournerez à 2,3 km de la gare d'Amiens et à 1,7 km du musée Berny. L'aéroport d'Abbeville, le plus proche, est implanté à 57 km. ",Amiens,49.8941708,2.2956951,18.958571428571428,28.571428571428573,2.2825902,49.8965252
5,https://www.booking.com/hotel/fr/le-perret-cathedrale-b-amp-b-inn-centre-ville-wifi-netflix.fr.html,297534793,LE PERRET-CATHEDRALE B&B INN Centre-Ville WIFI NETFLIX,8.6,"Situé à Amiens, à 1,3 km de la gare et à 3,4 km du Zénith, l'établissement LE PERRET-CATHEDRALE B&B INN Centre-Ville WIFI NETFLIX propose des hébergements avec une connexion Wi-Fi gratuite et une télévision à écran plat. Il se trouve à 5,1 km de l'université de Picardie Jules Verne et à 7,9 km du club de golf d'Amiens. Cet appartement comprend une chambre, un lave-linge et une salle de bains pourvue d'un sèche-cheveux. Sa cuisine est équipée d'un lave-vaisselle et d'un micro-ondes. Les serviettes et le linge de lit sont fournis. Le PERRET-CATHEDRALE B&B INN Centre-Ville WIFI NETFLIX se trouve à proximité de sites d'intérêt tels que le parc des jardins flottants, le musée Berny et le tribunal de grande instance d'Amiens. L'aéroport d'Abbeville, le plus proche, est implanté à 56 km. ",Amiens,49.8941708,2.2956951,18.958571428571428,28.571428571428573,2.3011536,49.897984199999996
6,https://www.booking.com/hotel/fr/comme-une-parenthese-au-coeur-des-hortillonnages.fr.html,297534793,Comme une parenthèse au coeur des hortillonnages,9.0,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Comme une parenthèse au coeur des hortillonnages !   pour économiser. Situé à Amiens, à 2,3 km de la gare, L'établissement Comme une parenthèse au coeur des hortillonnages propose un service de prêt de vélos, un parking privé gratuit, un jardin et un barbecue. Chaque hébergement de cette maison d'hôtes 4 étoiles offre une vue sur le jardin et dispose d'une connexion Wi-Fi gratuite. Cette maison d'hôtes propose des chambres familiales. Toutes les chambres de cette maison d'hôtes comprennent une armoire, une télévision, une salle de bains privative, du linge de lit, des serviettes et une terrasse avec vue sur la rivière. Les chambres du Comme une parenthèse au coeur des hortillonnages comprennent un coin salon. Un petit-déjeuner continental est servi sur place. Vous pourrez pratiquer diverses activités à Amiens et dans ses environs, telles que le vélo, la pêche et le canoë-kayak. Vous séjournerez à 5,5 km du Zénith d'Amiens et à 2 km du parc des jardins flottants. L'aéroport le plus proche est celui Aérodrome d'Abbeville, à 62 km. ",Amiens,49.8941708,2.2956951,18.958571428571428,28.571428571428573,2.33134900000005,49.888542
7,https://www.booking.com/hotel/fr/amiens-loft.fr.html,297534793,Amiens LOFT,9.3,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Amiens LOFT !   pour économiser. L'Amiens LOFT propose un appartement dans le quartier de Saint-Leu. Il se trouve à 270 mètres du parc Saint-Pierre et offre une vue sur la cathédrale d'Amiens située à 400 mètres. Durant votre séjour, vous aurez gratuitement accès à une connexion Wi-Fi et à un parking privé. L'appartement possède un coin salon ainsi qu'une cuisine équipée d'un lave-vaisselle et d'un four. Il dispose également d'une télévision à écran plat, d'un lecteur DVD et d'une station d'accueil pour iPod. Le quartier comprend plusieurs commerces et restaurants. L'Amiens LOFT se situe à 500 mètres des hortillonnages d'Amiens et à 51 km de l'aéroport de Paris Beauvais Tillé. ",Amiens,49.8941708,2.2956951,18.958571428571428,28.571428571428573,2.30412349104881,49.895825189742
8,https://www.booking.com/hotel/fr/studio-avec-wifi-a-amiens.fr.html,297534793,Studio avec wifi a Amiens,,"Le Studio avec wifi a Amiens propose un hébergement avec connexion Wi-Fi gratuite à Amiens, à 2,4 km du Zénith, à 500 mètres du musée de Berny et à moins de 1 km du parc des jardins flottants. Cet appartement comprend un coin salon, une cuisine avec un micro-ondes et une télévision. Vous séjournerez à 500 mètres du tribunal de grande instance d'Amiens et à 3,4 km de l'université de Picardie Jules Verne. L'aéroport le plus proche, celui de Beauvais-Tillé, est situé à 50 km. ",Amiens,49.8941708,2.2956951,18.958571428571428,28.571428571428573,2.3067355000000003,49.888978800000004
9,https://www.booking.com/hotel/fr/le-cyan-studio-proche-gare-et-centre-ville.fr.html,297534793,"Le Cyan, studio 4min gare et centre ville, local vélo",9.2,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Cyan, studio 4min gare et centre ville, local vélo !   pour économiser. Situé à Amiens, à 500 mètres de la gare et à 3,7 km du Zénith, l'établissement Le Cyan, studio 4min gare et centre ville, local vélo propose des hébergements avec une connexion Wi-Fi gratuite et une télévision à écran plat. Il se trouve à 4,5 km de l'université de Picardie Jules Verne et à 8,8 km du club de golf d'Amiens. La kitchenette est équipée d'un four micro-ondes, d'un réfrigérateur et d'un four. Elle comprend une douche, des peignoirs et un sèche-cheveux. Vous séjournerez à proximité du parc des jardins flottants, du musée Berny et du tribunal de grande instance d'Amiens. L'aéroport d'Abbeville, le plus proche, est implanté à 59 km. ",Amiens,49.8941708,2.2956951,18.958571428571428,28.571428571428573,2.307159542328,49.887011912557
